id;review_title_e_message;Satisfeito
912;de fácil manuseio, até o presente atende as expectativas.;1
913;recomendo relógio lindo entrega antes do prazo;1
930;recebi, a bolsa é diferente mas gostei estava previsto pra 31 de janeiro estava achando muito tempo porque é pra escola e estou aguardando o vale compra da primeira compra da bolsa que não deu certo;0
934;na propaganda está escrito mixer elétrico e veio um portátil que eu tenho três que quebrou por isso eu queria um elétrico, vocês devem especificar melhor os produtos;0
938;produto entregue antes do prazo combinado. não é a primeira vez que compro pelo site lojas lannister e recomendo tal empresa pela seriedade no trato com os clientes.;1
943;agradeço muito bom.;1
953;atenciosos,ligam para dar acompanhamento. bom prazo de validade. demorou de chegar. agora é verificar a qualidade do produto.;0
955;muito eficiente entregou bem rápido eu recomendo;1
960;chegou antes da data do prazo, porem vazou um pouco do produto!;1
973;produto entregue antes do prazo em ótimo estado.;1
992;tudo ocorreu de forma eficiente;1
999;o produto não corresponde ao que eu comprei, a película é muito menor que a tela do celular e não cobre toda a tela.;0
1000;produto conforme anunciado, e veio antes do prazo...perfeito;1
1001;produto entregue produto bom e entregue antes do previsto.;1
1011;não recebi o braço de ducha com desviador, somente a ducha 20x20 com braço de 30cm.;0
1012;ótimo adoro comprar nas lojas lannister;1
1026;muito bom;1
1057;recomendadíssimo fui surpreendido pela eficácia. ótimo atentimento.;1
1085;"não recebi o produto completo, comprei quantidade 02 e recebi somente 01. e consta na nota da entrega tem quantidade 02 e com volume 01.
quero receber a outra sem custo nenhum. pois o erro não foi me";0
1099;o produto é de muita baixa qualidade;0
1101;produto entregue bem embalado ,em perfeitas condições.;1
1104;a compra efetuada foram dois ursos que rezam, um rosa e um azul, recebi somente um dos produtos que adquiri, o rosa, estou aguardando retorno do vendedor, sobre o que ocorreu e se vou receber o outro;0
1110;produto bom gostei muito;1
1113;poderia ter agilizado com a entrega! porém recebi o produto em ótimas condições!;1
1118;produto de excelente qualidade e a entrega foi feita antes do prazo previsto. muito satisfeita.;1
1122;o produto veio sem nota fiscal, tive que solicitar pelo telefone.;0
1124;o produto não é bom.;0
1141;muito bom , exelente;1
1156;"satisfeito com a compra satisfeito com a aquisição e negócio.
entrega no prazo, com produto bem embalado, com a nota fiscal, caixa original, garantia e manual do usuário.
primeiras impressões o relógio está em perfeito.";1
1189;o quadro foi entregue pelos correios e chegou com uma madeira atrás quebrada e a tela do quadro danificada afundada...ou seja...chegou avariado o produto;0
1204;ainda não recebi;0
1220;o produto demorou um mês para ser entregue . tempo demais poderia ter chegado antes da data limite. fora isso tudo ok.;1
1226;só acho que poderia ter comprado mais cartuchos, mas não as fiz porque cada cartucho veio em um frete diferente, coisa que poderiam ser colocados em um único pacote, o que baratearia o frete.;0
1246;quero saber dos demais produtos eram 3 itens;0
1249;parabéns;1
1252;não posso dar opinião sobre produto pois não recebi, sobre a loja eu não recomendo, pois atrasa as entregas.;0
1269;lavabo bem bonito e igual a descrição, veio com uma mancha bem pequena, mas nada que seja um problema, recomendo.;1
1271;produto entregue totalmente diferente do comprado;0
1282;aida nao recebi o produto;0
1287;depende para que eu possa avaliar se resolverem meu problema pos a compra era 4 os correios só entregarão um pacote contendo 2 peneus;0
1304;recomendo tudo ok.;1
1329;o produto veio fora da especificação. a calota vendida tinha o símbolo da citroën, mas a calota veio sem este símbolo.;0
1352;excelente produto e a entrega chegou antes do prazo previsto!!! ótimo;1
1359;gostei muito do produto nao tem ardencia nos olhos e nem cheiro alisou 90% fos meus cabelos mais acho que da segunda vez ficara super liso.;1
1388;esclarecimento boa noite na compra diz wireless 150mbs multilaser mais 3g não teria que vim o modem 3g que conecta no usb nele.;0
1410;eu recebi desta loja apenas dois pendentes. paguei o boleto antecipado e um produto não veio: trata-se de um pendente em alumínio meia bola medio escovado no valor de r$ 90 . quero $ de volta.;0
1422;além de ñ cumprir com o prometido no caso aentrega a loja ainda dá esclarecimento errado informado que o endereço está errado;0
1434;rapidez na entrega.;1
1438;mas esta demorando muito desta vez.;0
1446;bom, a resma chegou muitobem embalada, dentro do prazo e afora vamos testar para verificar a qualidade do papel.;1
1455;super indico maravilhosa;1
1461;defeito o produto chegou bem antes do prazo, mas com defeito, veio quebrado o lugar de fazer o encaixar. muito bonitinha, mas frágil. tentei realizar a troca pelo site e não consegui.;0
1463;ainda nao recebi e a ultima informacao sobre p produto e do dia 08/12/2017.;0
1464;o película de vidro veio com defeito e não estou conseguindo resolver o problema.;0
1477;recomendo.;1
1494;não é original, infelizmente o pós vendas da stark é extremamente ruim, pois já entrei em contato e até agora nada, aí consegui ligar para o fornecedor parceiro que já devolveu o dinheiro.;0
1503;cumpriram...;0
1513;não recebi o produto não recebi uma justificativa do vendedor. entrei em contato mas até agora não obtive uma resposta.;0
1528;adorei veio certinho muito obrigado;1
1534;o correio nao entregou no endereço, tivemos que retirar, a caixa estava aberta e a churrasqueira amassada;0
1540;ótimo;1
1543;agilidade chegou super rápido e bem embalado.;1
1545;melhor site de compras pela internet!;1
1552;bom acabamento não instalei ainda;1
1553;recomendo muito bom chegou antes da data prevista, tudo ok;1
1558;foi boa a compra recomendo;1
1592;já solicitei devolução do produto. veio amassado, parece que houve uma queda;0
1602;o mp3 player é muito bonito e pequeno. contudo, o som dele é muito ruim, com ruídos e chiados. troquei o fone de ouvido pelo da apple, mas não mudou nada. o problema é na qualidade do produto mesmo.;0
1607;ainda não instalei mas chegou no prazo certinho!!;1
1614;troca / devolução a experiência de compra on-line e a entrega foram boas, porém o produto não atendeu às expectativas e estou tendo dificuldades com a troca /devolução.;0
1631;ótimo tapete lindo e personalizado, bordado em volta e com o logo classic, todo de borracha pvc, mt bom fácil de limpar;1
1632;bom acabamento produto bem acabado ????;1
1634;comprei duas bonecas baby kiss sid nil dia 07/12/17 e eles entregaram somente 1 boneca ,não veio junto nota fiscal,caixa amassada e também não consigo contato com a lannister o telefone só da ocupado;0
1659;o produto foi entregue no prazo, até uma semana antes, porém houve um imprevisto na minha entrega, tentei entrar em contato várias vezes sem nenhum sucesso, fiquei mais de semana sem saber de nada.;0
1675;não abri a caixa ainda !;0
1683;recebi o produto de outro modelo. desatenção por parte do distribuidor :(;0
1684;gostei bastante do tecido, bem macio;1
1694;bom;1
1708;muito bom  adorei os produtos somente achei muito ruim ter de pagar 2 fretes para o mesmo produto do mesmo vendedor;1
1727;produto veio diferente  produto veio diferente ao anuncuado. liguei e só esperando o código para a devolução do produto e reembolso do valor pago.;0
1728;parabéns entrega antes da data prevista, um produto bom e barato som do produto muito bom corrir com ele não me incomodo não ficou caindo ou folgando no meu ouvido olha que corrir 8 km recomendo.;1
1761;entrega super rápida! produto de acordo com as características descritas no site! excelente!;1
1762;pensei que o defletor era uma grande placa, porém são 3 pequenas peças, que se encaixam uma na outra. sinceramente não gostei pois no mercado há opção de peça única, mais bonita e com melhor design.;1
1764;não fiquei satisfeito com o material do produto;0
1766;recomendo;1
1770;"ate agora nao revebi o produto.
espero que ao menos a pontuação tenha sido feita de acordo com a promoção.";0
1772;muito bom  entrega no prazo , gostei;1
1780;"chegou no prazo determinado, muito bem embrulhado.
estou satisfeita.";1
1784;entrega antes do previsto produto ótimo. .. chegou antes do esperado.;1
1789;perfeito.;1
1814;super recomendo chegou antes do prazo;1
1832;sempre cumpre os prazos de entregues;1
1834;ótimo  entrega rápida produto perfeito;1
1836;"você paga 2 e recebe 1 roubo! na nota fiscal são 2 unidades mas no embrulho vem apenas uma.
querem cobrar sem entregar?";0
1846;produto original, entrega rápida e bom preço!!!;1
1849;excelente  adorei o produto é a compra excelente!;1
1857;material do produto bom, porém não cabe perfeitamente.;1
1859;veio certinho e rapido boa qualidade!;1
1870;desta compra não gostei. veio um relógio feminino no lugar do relógio masculino que eu pedi, fiz o cancelamento e a devolução do que eu recebi e também sobre o estorno e não recebi nenhuma resposta.;0
1891;muito bom produto chegou bem antes da data prevista;1
1898;super recomendo a loja. produto entregue muito antes do prazo e de excelente qualidade.;1
1907;rápido e preciso. excelente loja...envio rápido e produto certo.;1
1937;otima  sistema operacional de compra fácil de ser manuseado e compreendido. entrega rápida e o metros comprado corresponde com o da propaganda. compraria novamente .;1
1945;entregaram os produtos, mas, não cumpriram o prazo de entrega passou do prazo.;0
1946;o produto é ótimo e original recomendo.;1
1948;minha compra veio pela metade , comprei uma capinha de celular e uma película de vidro somente veio a capinha a película não veio;0
1952;demora, produto nao entregue!;0
1965;entregue bem embalado;1
1977;recebi o produto com cx aberta , sem lacre, sem nota fiscal, sem pedido de compra e com remetente diferente do anuncio. quero devolucao do dinheiro. descontentamento;0
1980;produto de ótima qualidade.;1
1983;foi entregue uma quantidade do produto. sendo que pedi duas quantidades;0
2015;chegou tudo certo, recomendo.;1
2016;ótimo;1
2018;otima loja;1
2022;recomendo  chegou bem rápido e parece ser bom, só vou descobrir com o uso, a capa para o sofá de 3 lugares veio um pouco menor a largura veio 1,46, mas a de 2 lugares veio no tamanho certo.;1
2037;gente ainda não recebi minha encomenda. como fasso pra vocês enviarem de novo;0
2049;recomendo  ótimo, produto certinho, entregue dentro do prazo, tudo ok.;1
2054;material muito bom;1
2059;ótimo produto;1
2099;produto entregue antes do prazo,muito satisfeita.;1
2100;comprei a capinha, paguei o frete caro e quando recebo o produto não veio a cor na qual eu havia comprado. decidi não devolver, pelo custo adicional e demora na entrega do produto correto.;0
2119;lojas de altamente de qualidade;1
2159;material de boa qualidade e bonito..só achei que fosse maior!!!;1
2160;produto enorme e confortavel.;0
2195;tudo dentro do combinado;1
2199;comprei com a voltagem 220 e veio 110v;0
2208;tudo ok;1
2222;"produto com defeito 
comprei um produto que está com defeito e não consigo trocar da erro no site.";0
2225;chegou em perfeito estado e antes do prazo previsto. obrigada pela rapidez.;1
2257;recomendo  sempre comprei e não tiver problema, porém dessa vem sim meus produtos não chegou até agora;0
2259;tudo dentro do esperado, a não ser o correio que trouxe a embalagem parecendo estar atropelado por um trem, tive de pessar os tres produtos pra ver se tinha perda, pois estava vazando.;1
2288;data prevista para entrega 17/5, estamos com urgência desse produto e nada.;0
2304;"bom o produto é bom a entrega é rapida;mas frete muito caro.";1
2311;a compra foi feita e entregue no prazo. recomendo a loja e o site da lannister.;1
2345;a empresa prestou ótima assistência, o produto chegou em ótimo estado.;1
2366;horrível  comprei uma coisa e me entregaram outra e não consigo fazer a troca e não consigo falar com a central !;0
2367;parabéns a está empresa então site lannister.com.br obrigado;1
2368;gostei muito do produto.;1
2379;super recomendo;1
2403;produto de otima qualidade chegou rapido;1
2422;não chegou  eu pedi dois kit e só chegou apenas um o outro não chegou;0
2445;recomendo muito bom . amei o produto ,é lindo muito bem feito..chegou bem rápido.;1
2485;amo comprar nas lojas lannister. parabéns estou satisfeita obrigada por tudo bjks ficam com deus ??????????????;1
2487;entregue antes do prazo;1
2493;tudo certo;1
2498;caneca fera do timão, mais uma pra coleção;1
2529;estou aguardando posicionamento da loja sobre a entrega;0
2575;otimos produtos otima entrega só elogios;1
2576;bom recomendo a compra nessa loja.;1
2577;eu gostei muito que entregaram antes do prazo e deu tudo certo!;1
2579;excelente  super recomendo;1
2580;achei ótimo só achei o tecido misto fino mas no geral é bom custo benefício !;1
2595;a caixa veio bem amassada parecia um produto usado um dos dvds chegou com a caixa quebrada, (a borda), os outros vieram lacrados, mas tinha um brinde.;0
2600;muito ruim comprei 6 cartuchos, recebi apenas 4 unidades após o prazo de entrega, e ate hoje estou tentando entrar em contato para uma solução, mas sem sucesso.;0
2602;ótimo;1
2625;produto aparentemente bom.;1
2643;os quadros são lindos, bem acabados. amei!;1
2665;chegou antes do tempo previsto, lindo e perfeito o relógio ... minha amiga decretação adotar;1
2696;7;1
2715;"composição diferente na descrição do produto é indicado que o mesmo possui tecido superior e inferior de 100% algodão, mas na verdade são 80% algodão 20% poliéster.
propaganda enganosa.";0
2725;super recomendo satisfação total, produto, qualidade, prazo de entrega conforme solicitado e programado.;1
2729;"tristeza comprei, esperei, esperei e até agora nada.
ainda tenho esperança. quem sabe houve algum problema que venha a ser resolvido.";0
2746;o problema não é com a loja mais sim com o produto tem que deixar carregando o dia inteiro pra ouvir meia hora de música e não funciona enquanto carrega desliga sozinho.;0
2757;deveria melhorar o prazo. demora muito tempo para entregar a mercadoria. o produto permaneceu alguns dias parado e já podia ter sido encaminhado.;0
2764;material entregue em um pacote de papel kraft,recebi a mercadoria com o pacote todo aberto e rasgado.este tipo de empacotamento nao é recomendado pelos correios.;0
2765;só tive problema com correios, embora chegou no prazo, mas era pra te chegado bem antes.falando do produto, tô muito satisfeito superou minhaa expectativa.targaryen baratheon tão de parabéns.;1
2767;excelente produto muito lindo amei;1
2780;recebi o produto corretamente.;1
2786;excelente produto.;1
2823;nao foi o esperado no mostroario e um e o produto e outro;0
2842;foi uma decepção!!;0
2844;chegou rápidinho e em perfeito estado. recomendo;1
2852;produto perfeito;1
2855;a colcha que eu comprei vinha com 03 peças, e essa só veio 02 peças , 01 colcha ,e 01 porta travesseiro!então no caso ficou faltando o porta travesseiro!então eu aguardo uma resposta do vendedor;0
2866;foi rápido a entrega;1
2918;otimo recomendo...;1
2921;entrega muito rápida ainda não utilizei o produto então não posso opinar sobre o mesmo. contudo recomendo a loja, recebi o produto de forma extremamente rápida.;1
2926;foi a segunda vez que tentei comprar com essa loja e o pedido não foi entregue no prazo.;0
2936;mini receptor de tv digit produto excelente, preço melhor ainda, entrega no prazo. perfeito!;1
2955;otima adorei o produto;1
2957;já recebi, só que o lg k10 esta demorando, estou na espera do mesmo... pois comprei antes da pelicula. valeuuu;0
2964;atendimento perfeito. produto chegou antes do previsto.;1
2973;cadeira chegou em perfeito estado. muito boa!;1
2974;ótimo produto e chegou bem rápido.;1
2982;amei;1
3010;bom;1
3012;"parabéns 
produto é entrega
nota 10";1
3023;"adoro comprar nas lojas lannister.

os produtos são de ótima qualidade.";1
3039;comprei 02 jogos de lencois de cetim e uma colcha, mas até agora só recebi o jogo de lencol cor cobre. o que houve????;0
3043;"a quase um mês foi feito o pedido do relógio e pago via boleem se quer to e até agora nada. mandei dois emails e nem se quer me deram satisfação; lojas oslit pra mim ta fora. lannister sem prestigi";0
3046;meu produto não chegou até hoje, e preciso dele para sábado, sem falta. ou seja, a entrega precisa ser feita até sexta feira, dia 27/10/2017.;0
3065;nota 10 meu produto foi entregue antes do prazo estipulado, chegou em perfeito estado, bem embalado, estou bem satisfeita, recomendo!!;1
3082;excelente!;1
3093;a pensar recomendação comprei um produto e me enviaram outro similar sem me perguntar se eu queria a troca;0
3114;ótimo vendedor, recomendo!;1
3135;super recomendo;1
3160;foi entregue no prazo, sem problemas.;1
3164;chegou antes do prazo, parabéns!;1
3171;recebi antes do prazo;1
3190;recebi o pedido corretamente, porém o mesmo não veio acompanhado da nota fisca;0
3199;infelizmente o cartucho não deu na impressora canon mg3510;0
3200;vcs deveriam mandar o manual em português recomendo.;1
3210;otimo!;1
3223;comprei um tapete de 2x2.5 e recebi um de 2x1.5. nas lannister não há a opcao de troca do produto errado, só ressarcir no cartão ou trocar por vale. no site havia ainda anúncio do que comprei.;0
3228;a case de tablet veio perfeita. o suporte de tablet veio com defeito no encaixe, alem de ser um produto muito frágil para segurar um tablet caro! a entrega foi muito antes do prazo.. a loja impecável.;1
3252;embora tenha havido problemas com a entrega pelos correios o produto chegou.;1
3260;"entrega rápida e qualidad entrega rápida e produto de qualidade.
recomendo.";1
3262;maior do que imaginava, mas é muito moderno e lindo. vai deixar linda a minha decoração da sala.;1
3277;não veio na cor q eu fiz a compra;0
3285;o produto chegou bem antes do prazo estimado. em relação a qualidade, esperava ser um pouco melhor, mas é muito bonita....;1
3288;ainda não recebi minha en ao efetuar rastreio consta em trânsito a 19 dias;0
3300;excelente ótimo produto. entrega antes do previsto.;1
3301;mercadorias bem embaladas e entregues no prazo estabelecido.;1
3310;entrega muito rápida.  produto de um ótimo acabamento recomendado.;1
3326;ok.;1
3332;só não consegui achar a descrição do produto no site. esperava que as bolsas fossem maiores do que realmente são, assim atenderiam minha necessidade.;1
3333;comprei 15x13 e me mandaram 13x18. inútil pra mim, usei a ferramenta do stark pra entrar em contato e até agora ninguém me respondeu.;0
3355;"marerial
de qualidade.. o tamando
ficou perfeito";1
3365;funcionou perfeito;1
3370;até o momento não recebi o produto;0
3393;não quero avaliar;0
3406;fiquei satisfeito , quando comprei não gostei do prazo de entrega , mais tudo ok, chegou bem antes;1
3408;não comprem essa película. não cola. veio ressecada a cola ou algo do tipo, atrapalha no touch screen.;0
3448;o fone chegou em perfeito estado e muito rápido!;1
3462;muito bom como mostra a descricao;1
3473;muito boa recomendo e um bom produto;1
3479;excelente;1
3504;produto de qualidade, pontualidade foi fundamental, recomendo a todos.;1
3514;5 só acho que devia enviar logo o produto eu sempre compro ,mais dessa vez meu produto ainda não chegou.;0
3519;"produto foi entregue parcialmente
não recebi o que comprei";0
3520;recebi o produto, porém ao abrir o produto estava danificado, o pior de tudo a grande dificuldade para reclamar e após 3 dias sem nenhuma resposta.;0
3526;gostei muito e recomendo a loja e o produto... grato;1
3532;essa foi a pior compra da minha vida, comprei dia 11/6/17 para receber dia 05/07/17 e até hoje não recebi e ninguém me ligou para dar uma satisfação. a pior comprar da minha vida.;0
3535;super recomendo!!!!! primeiramente meus parabéns a loja targaryen que entregou o produto em menos de uma semana e em perfeito estado, produtos acima do esperado, muito bom mesmo, super recomendo!!!!!;1
3551;tecido fino no mesmo dia que usei já encheu de bolinhas, fino demais;0
3594;estou satisfeito com o produto e o prazo de entrega foi cumprido , eu recomendo.;1
3600;quando comprei o produto havia no estoque, logo depois recebi a informação de que não havia no estoque. aguardo providencias e resposta de como trocar o produto por outro ou o dinheiro de volta.;0
3617;o produto demorou cerca de dois meses para chegar. além disso, o produto não contém as medidas divulgadas no anúncio. não recomendo.;0
3625;o cumprimento do prazo ocorreu, entretanto a qualidade do produto foi péssima. o produto não vem em embalagem original da philips e apresenta diferenças entre a lamina original. o uso demonstrou-se pe;0
3628;quantidade errada comprei 2 e só veio 1. espero uma resposta pois só esse pedido que veio errado. aguardo o outro ah eu.;0
3630;confortavel;1
3646;são um pouco pequenas, 5,5 pol, mas o desconhecimento foi meu. os produtos mostram a que vem e tem um fio de corte muito bom. está sendo bastante usada em meu estabelecimento. recomendo.;1
3653;muito bom ótimo;1
3660;recomendo a todos que comprarem;1
3670;"além da demora para emitir a nota fiscal, a demora para a devolução do dinheiro, em caso de cancelamento da compra, demora uma eternidade. 
já faz 2 semanas que solicitei o cancelamento e nada.";0
3681;não recebi meu produto e não obtive nenhuma resposta ainda;0
3707;super recomendo mto bom super recomendo;1
3729;a luz é bem forte e o relógio não perde a hora com queda de energia (teste com 12h);0
3733;boa compra.;1
3743;super recomendo produto bom, entrega antes do prazo previsto;1
3750;o número da pantufa é menor do que a numeração de sapatos normais.;0
3772;nao recebi o produto.;0
3780;entrega no prazo foi muito bom comprar nesta loja, o produto chegou com 5dias úteis.;1
3788;pedi duas cadeiras, e veio somente uma e ainda por cima faltando peça, quero devolver.;0
3791;"previsto para chegar 27/11, mas já está em minhas mãos. apesar de achar que eles jogam o prazo ""lá pra cima"", foi tudo realmente rápido pois entre o pedido e a entrega foram exatamente 3 dias!";1
3800;pessoalmente produto com características diferente no tom;0
3801;decepcionante. a lannister deveria fazer algo. a empresa me ligou hoje me perguntando se tinha recebido. disse que não e ficaram de retornar. não retornaram. que rastreabilidade é está???;0
3813;entrega rápida e bom custo benefício. relógio automático winner excelente. pena que que a bússola e o termômetro do relógio oulm sejam só enfeite.;1
3817;boa;1
3831;lindo ...amei;1
3854;entrega no prazo;1
3855;muito bom a entrega foi muito antes do prazo.;1
3859;*****;1
3860;entregou dentro do prazo e conforme solicitado. muito bom!!;1
3881;o produto confere com as imagens da loja virtual, mas me decepcionei porque esperava que ao menos o pedestal fosse em metal e não em plástico, sem muita firmeza.;0
3883;eu recomedaria a lannister diversas vezes, mas nao por este produto. infelizmente ele veio amassado e com pequenos defeitos ao longo do produto.;0
3891;bom produto;1
3899;excelente produto!;1
3909;eu gostei muito porque entregou o aparelho celular bem antes da data e é isso que nós precisamos qualidade rapidez e transparência;1
3925;na minha compra realizada em 20/09/17 a loja targaryen não teve a mercadoria e até agora nem targaryen, nem stark resolveram. a mercadoria e o frete foram pagos e é o que eu acho que deve ser reembolsado.;0
3929;por favor, reenviar!;0
3938;recomendo;1
3947;quero saber o que aconteceu com a minha entrega, o prazo ja passou e nao tive satisfacao dos responsaveis.;0
3965;a demora é grande.;0
3975;sem mais agradeço;1
3985;comprei um relógio casio e oque me foi entregue não bate com o número de série que comprei,, pelo que eu identifique parece uma réplica gostaria muito de devolver este produto;0
4011;bom;1
4022;produto compacto, atendeu as expectativas, e como sempre entrega antes do prazo.;1
4031;boa tarde , não recebi os dois cesto conforme a nf. recebi somente um , e paguei por dois , espero um contato o mais rápido possível.;0
4049;gostei muito bonito ficou show na minha sala;1
4052;chegou muito antes do prazo! perfeita, linda, ótimo material, simplesmente amei. super recomendo!!;1
4057;o pacote veio super bem embalado e chegou antes do prazo qto a tinta ainda não usei pra saber se dará o efeito desejado, então farei novo comentário no futuro !;1
4058;excelente;1
4087;bom produto, entrega rápida!;1
4101;sou cliente stark já há algum tempo, sempre fui muito bem atendido. sempre recebi os produtos adquiridos através desta empresa de venda pela internete.;1
4132;pedido pela metade  recebi apenas um produto, e não dois, como paguei. quero urgente o resto do pedido, pois tenho pressa;0
4134;estou satisfeito com o serviço prestado;1
4137;produto de boa qualidade! chegou no prazo.;1
4158;exemplo de fidelidade entre cliente e empresa;0
4175;vendedor sem compromisso. comprei 3 plafons de led, 2 ralos inteligentes e 2 luminarias. um dos ralos veio quebrado, comprometendo a funcionalidade do mesmo, e as 2 luminárias simplesmente não foram entregues. e ate agora nada;0
4236;pedi e paguei três produtos e recebi apenas 2. quero o terceiro produto pedido e pago.;0
4238;produto muito bom!;1
4248;recomendo;1
4262;vocês venderam algo que não tinham no estoque. esse procedimento é problemático. minha filha ainda aguarda a boneca que comprei. passou o natal e nada. vem o ano novo amanhã. e nada. quero o produto.;0
4265;fiz contato por meio das linhas telefônicas disponíveis (11) 96935-9062/95305-0269/4355-4424, para reclamar a entrega do produto errado e após solicitarem o número de meu pedido, não responderam mais.;0
